Year_Query,Category,Title,Snippet,Link,Raw_Date,aid_date
2008,Aid,U.S. Security Assistance to Israel,Assistance primarily takes the form of funding for Israel to purchase the arms needed to defend itself from its adversaries.Read more,https://www.aipac.org/resources/us-security-assistance-to-israel,"Jan 11, 2025",2025-01-11 00:00:00+00:00
2019,Aid,U.S. Security Assistance to Israel,"Beginning in 2019, the new MOU stipulates an annual sum of $3.3 billion in foreign military funding and $500 million for cooperative missile ...Read more",https://www.aipac.org/resources/us-security-assistance-to-israel,"Jan 11, 2025",2025-01-11 00:00:00+00:00
1998,Aid,U.S. Security Assistance to Israel,"Memoranda of Understanding: In 1998, the United States and Israel signed their first 10-year “Memorandum of Agreement on Security Cooperation” ...Read more",https://www.aipac.org/resources/us-security-assistance-to-israel,"Jan 11, 2025",2025-01-11 00:00:00+00:00
2025,Aid,H.R.1229 - 119th Congress (2025-2026): United States- ...,"A bill to enhance bilateral defense cooperation between the United States and Israel, and for other purposes.Read more",https://www.congress.gov/bill/119th-congress/house-bill/1229/text,"Feb 12, 2025",2025-02-12 00:00:00+00:00
2024,Aid,Military Assistance to Israel,"Since taking office, the Trump Administration has approved nearly $12 billion in major FMS sales to Israel. This important decision ...Read more",https://www.state.gov/military-assistance-to-israel,"Mar 1, 2025",2025-03-01 00:00:00+00:00
2022,Aid,U.S. Security Cooperation with Israel,The United States has provided Israel with over $130 billion in bilateral assistance focused on addressing new and complex security threats.Read more,https://www.state.gov/u-s-security-cooperation-with-israel,"Apr 25, 2025",2025-04-25 00:00:00+00:00
2019,Aid,U.S. Security Cooperation with Israel,The United States has provided Israel with over $130 billion in bilateral assistance focused on addressing new and complex security threats.Read more,https://www.state.gov/u-s-security-cooperation-with-israel,"Apr 25, 2025",2025-04-25 00:00:00+00:00
2023,Aid,U.S. Security Cooperation with Israel,The United States has provided Israel with over $130 billion in bilateral assistance focused on addressing new and complex security threats.Read more,https://www.state.gov/u-s-security-cooperation-with-israel,"Apr 25, 2025",2025-04-25 00:00:00+00:00
2018,Aid,U.S. Security Cooperation with Israel,The United States has provided Israel with over $130 billion in bilateral assistance focused on addressing new and complex security threats.Read more,https://www.state.gov/u-s-security-cooperation-with-israel,"Apr 25, 2025",2025-04-25 00:00:00+00:00
2011,Aid,U.S. Security Cooperation with Israel,The United States has provided Israel with over $130 billion in bilateral assistance focused on addressing new and complex security threats.Read more,https://www.state.gov/u-s-security-cooperation-with-israel,"Apr 25, 2025",2025-04-25 00:00:00+00:00
2014,Aid,U.S. Security Cooperation with Israel,The United States has provided Israel with over $130 billion in bilateral assistance focused on addressing new and complex security threats.Read more,https://www.state.gov/u-s-security-cooperation-with-israel,"Apr 25, 2025",2025-04-25 00:00:00+00:00
2025,Aid,U.S. Security Cooperation with Israel,The United States has provided Israel with over $130 billion in bilateral assistance focused on addressing new and complex security threats.Read more,https://www.state.gov/u-s-security-cooperation-with-israel,"Apr 25, 2025",2025-04-25 00:00:00+00:00
2019,Aid,U.S. Foreign Aid to Israel,"In 2016, the U.S. and Israeli governments signed their third 10-year Memorandum of Understanding (MOU) on military aid, covering FY2019 to FY ...",https://www.congress.gov/crs_external_products/RL/PDF/RL33222/RL33222.51.pdf,"May 12, 2025",2025-05-12 00:00:00+00:00
2018,Aid,U.S. Foreign Aid to Israel,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://www.congress.gov/crs_external_products/RL/PDF/RL33222/RL33222.51.pdf,"May 12, 2025",2025-05-12 00:00:00+00:00
2023,Aid,U.S. Foreign Aid to Israel,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://www.congress.gov/crs_external_products/RL/PDF/RL33222/RL33222.51.pdf,"May 12, 2025",2025-05-12 00:00:00+00:00
2000,Aid,U.S. Foreign Aid to Israel,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://www.congress.gov/crs_external_products/RL/PDF/RL33222/RL33222.51.pdf,"May 12, 2025",2025-05-12 00:00:00+00:00
2021,Aid,U.S. Foreign Aid to Israel,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://www.congress.gov/crs_external_products/RL/PDF/RL33222/RL33222.51.pdf,"May 12, 2025",2025-05-12 00:00:00+00:00
2017,Aid,U.S. Foreign Aid to Israel,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://www.congress.gov/crs_external_products/RL/PDF/RL33222/RL33222.51.pdf,"May 12, 2025",2025-05-12 00:00:00+00:00
2001,Aid,U.S. Foreign Aid to Israel,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://www.congress.gov/crs_external_products/RL/PDF/RL33222/RL33222.51.pdf,"May 12, 2025",2025-05-12 00:00:00+00:00
2024,Aid,U.S. Foreign Aid to Israel,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://www.congress.gov/crs_external_products/RL/PDF/RL33222/RL33222.51.pdf,"May 12, 2025",2025-05-12 00:00:00+00:00
2022,Aid,U.S. Foreign Aid to Israel,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://www.congress.gov/crs_external_products/RL/PDF/RL33222/RL33222.51.pdf,"May 12, 2025",2025-05-12 00:00:00+00:00
2023,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2020,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
1997,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2021,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2022,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
1996,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2024,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2011,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2018,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
1998,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2005,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2004,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2015,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2014,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2003,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2002,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2007,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2008,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2016,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"In 2016, the U.S. and Israeli governments signed their third 10-year Memorandum of Understanding (MOU) on military aid, covering FY2019 to FY ...",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2001,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2017,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2000,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2013,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2009,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"$30 billion military aid package for the 10-year period from FY2009 ... 10-year, $38 billion Memorandum of Understanding (MOU) on military aid, ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2012,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2010,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
1999,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2019,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"In 2016, the U.S. and Israeli governments signed their third 10-year Memorandum of Understanding (MOU) on military aid, covering FY2019 to FY ...",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2006,Aid,U.S. Foreign Aid to Israel: Overview and Developments ...,"Under the terms of the MOU, the United States pledged to provide—subject to congressional appropriation—$38 billion in military aid ($33 billion ...Read more",https://sgp.fas.org/crs/mideast/RL33222.pdf,"May 28, 2025",2025-05-28 00:00:00+00:00
2022,Aid,Bilateral relations | Ministry of Foreign Affairs,"The U.S. House of Representatives approves a $14.5 billion military aid package for Israel, in response to the war in Gaza. 2024. Image . U.S. ...Read more",https://embassies.gov.il/usa/en/the-embassy/bilateral-relations,"Jul 24, 2025",2025-07-24 00:00:00+00:00
2020,Aid,Bilateral relations | Ministry of Foreign Affairs,"The U.S. House of Representatives approves a $14.5 billion military aid package for Israel, in response to the war in Gaza. 2024. Image . U.S. ...Read more",https://embassies.gov.il/usa/en/the-embassy/bilateral-relations,"Jul 24, 2025",2025-07-24 00:00:00+00:00
2023,Aid,"U.S. Military Aid and Arms Transfers to Israel, October 2023","The United States has provided at least $21.7 billion in military aid to Israel since the start of the war in Gaza on October 7, 2023.Read more",https://quincyinst.org/research/u-s-military-aid-and-arms-transfers-to-israel-october-2023-september-2025/,"Oct 7, 2025",2025-10-07 00:00:00+00:00
2024,Aid,Israel seeks 20-year military aid deal with U.S.,"Israel is seeking a new 20-year security agreement with the U.S. — doubling the usual term and adding ""America First"" provisions to win the ...Read more",https://www.axios.com/2025/11/13/israel-military-aid-us-billions-20-years,"Nov 13, 2025",2025-11-13 00:00:00+00:00
2025,Aid,Israel seeks 20-year military aid deal with U.S.,"Israel is seeking a new 20-year security agreement with the U.S. — doubling the usual term and adding ""America First"" provisions to win the ...Read more",https://www.axios.com/2025/11/13/israel-military-aid-us-billions-20-years,"Nov 13, 2025",2025-11-13 00:00:00+00:00
2021,Aid,Doubling Down on US Aid to Israel with a 20 Year MOU ...,“The United States gave Israel nearly $18 billion in weapons aid over the two years of the Gaza war – and Israel repeatedly used those US- ...Read more,https://internationalpolicy.org/publications/doubling-down-on-us-aid-to-israel-with-a-20-year-mou-should-be-a-nonstarter/,"Nov 17, 2025",2025-11-17 00:00:00+00:00
2020,Aid,Doubling Down on US Aid to Israel with a 20 Year MOU ...,“The United States gave Israel nearly $18 billion in weapons aid over the two years of the Gaza war – and Israel repeatedly used those US- ...Read more,https://internationalpolicy.org/publications/doubling-down-on-us-aid-to-israel-with-a-20-year-mou-should-be-a-nonstarter/,"Nov 17, 2025",2025-11-17 00:00:00+00:00
2024,Aid,Doubling Down on US Aid to Israel with a 20 Year MOU ...,“Israel's reported request that American taxpayers provide it with billions of dollars more in military aid every year for the next two decades ...Read more,https://internationalpolicy.org/publications/doubling-down-on-us-aid-to-israel-with-a-20-year-mou-should-be-a-nonstarter/,"Nov 17, 2025",2025-11-17 00:00:00+00:00
2025,Aid,Doubling Down on US Aid to Israel with a 20 Year MOU ...,“Israel's reported request that American taxpayers provide it with billions of dollars more in military aid every year for the next two decades ...Read more,https://internationalpolicy.org/publications/doubling-down-on-us-aid-to-israel-with-a-20-year-mou-should-be-a-nonstarter/,"Nov 17, 2025",2025-11-17 00:00:00+00:00
2025,Aid,What Every American Should Know About U.S. Aid to Israel,Trump Administration $4 Billion Aid: U.S. Secretary of State Marco Rubio signed a declaration in March 2025 to fast-track approximately $4 ...Read more,https://www.ajc.org/news/what-every-american-should-know-about-us-aid-to-israel,"Nov 24, 2025",2025-11-24 00:00:00+00:00
2022,Aid,A 20-Year MOU With Israel Is Not in the US Interest,"The current MOU, signed by President Obama in 2016 and set to expire in 2028, represents more than $38 billion in security assistance, excluding ...Read more",https://www.stimson.org/2025/a-20-year-mou-with-israel-is-not-in-the-us-interest/,"Nov 25, 2025",2025-11-25 00:00:00+00:00
2021,Aid,A 20-Year MOU With Israel Is Not in the US Interest,"The current MOU, signed by President Obama in 2016 and set to expire in 2028, represents more than $38 billion in security assistance, excluding ...Read more",https://www.stimson.org/2025/a-20-year-mou-with-israel-is-not-in-the-us-interest/,"Nov 25, 2025",2025-11-25 00:00:00+00:00
2024,Aid,A 20-Year MOU With Israel Is Not in the US Interest,"The current MOU, signed by President Obama in 2016 and set to expire in 2028, represents more than $38 billion in security assistance, excluding ...Read more",https://www.stimson.org/2025/a-20-year-mou-with-israel-is-not-in-the-us-interest/,"Nov 25, 2025",2025-11-25 00:00:00+00:00
2020,Aid,A 20-Year MOU With Israel Is Not in the US Interest,"The current MOU, signed by President Obama in 2016 and set to expire in 2028, represents more than $38 billion in security assistance, excluding ...Read more",https://www.stimson.org/2025/a-20-year-mou-with-israel-is-not-in-the-us-interest/,"Nov 25, 2025",2025-11-25 00:00:00+00:00
2025,Aid,A 20-Year MOU With Israel Is Not in the US Interest,"The current MOU, signed by President Obama in 2016 and set to expire in 2028, represents more than $38 billion in security assistance, excluding ...Read more",https://www.stimson.org/2025/a-20-year-mou-with-israel-is-not-in-the-us-interest/,"Nov 25, 2025",2025-11-25 00:00:00+00:00
1999,Aid,A 20-Year MOU With Israel Is Not in the US Interest,The 2016 MOU outlines $3.3 billion in foreign military financing – taxpayer-funded grants for Israel to purchase U.S. defense articles and ...Read more,https://www.stimson.org/2025/a-20-year-mou-with-israel-is-not-in-the-us-interest/,"Nov 25, 2025",2025-11-25 00:00:00+00:00
2023,Aid,A 20-Year MOU With Israel Is Not in the US Interest,"The current MOU, signed by President Obama in 2016 and set to expire in 2028, represents more than $38 billion in security assistance, excluding ...Read more",https://www.stimson.org/2025/a-20-year-mou-with-israel-is-not-in-the-us-interest/,"Nov 25, 2025",2025-11-25 00:00:00+00:00
